Time,Unix Time,CPU Utilization (%),RAM Utilization (MB)
2023-09-13 05:55:23,1694577323,0.4,302.766
2023-09-13 05:55:24,1694577324,0.3,302.859
2023-09-13 05:55:25,1694577325,0.1,302.953
2023-09-13 05:55:26,1694577326,0.0,303.203
2023-09-13 05:55:27,1694577327,0.0,303.375
2023-09-13 05:55:28,1694577328,1.9,303.578
2023-09-13 05:55:29,1694577329,2.0,303.672
2023-09-13 05:55:30,1694577330,1.1,303.781
2023-09-13 05:55:32,1694577332,0.9,303.891
2023-09-13 05:55:33,1694577333,4.9,304.625
2023-09-13 05:55:34,1694577334,1.1,304.734
2023-09-13 05:55:35,1694577335,0.3,304.828
2023-09-13 05:55:36,1694577336,0.5,304.922
2023-09-13 05:55:37,1694577337,0.2,305.016
2023-09-13 05:55:38,1694577338,0.0,305.109
2023-09-13 05:55:39,1694577339,0.0,305.219
2023-09-13 05:55:40,1694577340,0.1,305.406
2023-09-13 05:55:41,1694577341,2.0,305.516
2023-09-13 05:55:43,1694577343,1.0,305.625
2023-09-13 05:55:44,1694577344,0.9,305.734
2023-09-13 05:55:45,1694577345,0.5,305.828
2023-09-13 05:55:46,1694577346,0.6,305.938
2023-09-13 05:55:47,1694577347,0.3,306.031
2023-09-13 05:55:48,1694577348,0.3,306.156
2023-09-13 05:55:49,1694577349,0.2,306.25
2023-09-13 05:55:50,1694577350,0.1,306.344
2023-09-13 05:55:51,1694577351,0.0,306.547
2023-09-13 05:55:52,1694577352,4.7,306.656
2023-09-13 05:55:54,1694577354,1.3,306.766
2023-09-13 05:55:55,1694577355,1.5,306.859
2023-09-13 05:55:56,1694577356,0.8,306.969
2023-09-13 05:55:57,1694577357,0.8,307.062
2023-09-13 05:55:58,1694577358,0.4,307.156
2023-09-13 05:55:59,1694577359,0.3,307.266
2023-09-13 05:56:00,1694577360,0.3,307.375
2023-09-13 05:56:01,1694577361,0.2,307.375
2023-09-13 05:56:02,1694577362,0.2,307.484
2023-09-13 05:56:03,1694577363,2.3,307.688
2023-09-13 05:56:05,1694577365,1.3,307.781
2023-09-13 05:56:06,1694577366,1.1,307.875
2023-09-13 05:56:07,1694577367,5.9,308.141
2023-09-13 05:56:08,1694577368,1.4,308.25
2023-09-13 05:56:09,1694577369,0.5,308.344
2023-09-13 05:56:10,1694577370,0.2,308.453
2023-09-13 05:56:11,1694577371,0.2,308.547
2023-09-13 05:56:12,1694577372,0.2,308.641
2023-09-13 05:56:13,1694577373,0.1,308.734
2023-09-13 05:56:14,1694577374,0.0,308.844
2023-09-13 05:56:15,1694577375,4.6,309.062
2023-09-13 05:56:17,1694577377,2.0,309.156
2023-09-13 05:56:18,1694577378,1.1,309.25
2023-09-13 05:56:19,1694577379,0.5,309.344
2023-09-13 05:56:20,1694577380,2.4,309.438
2023-09-13 05:56:21,1694577381,0.4,309.609
2023-09-13 05:56:22,1694577382,0.3,309.703
2023-09-13 05:56:23,1694577383,0.2,309.797
2023-09-13 05:56:24,1694577384,0.2,309.891
2023-09-13 05:56:25,1694577385,0.2,309.984
2023-09-13 05:56:26,1694577386,0.1,310.078
2023-09-13 05:56:28,1694577388,0.2,310.266
2023-09-13 05:56:29,1694577389,3.8,310.375
2023-09-13 05:56:30,1694577390,1.2,310.469
2023-09-13 05:56:31,1694577391,2.6,310.656
2023-09-13 05:56:32,1694577392,0.5,310.75
2023-09-13 05:56:33,1694577393,0.4,310.844
2023-09-13 05:56:34,1694577394,0.3,310.938
2023-09-13 05:56:35,1694577395,0.4,311.031
2023-09-13 05:56:36,1694577396,0.3,311.141
2023-09-13 05:56:37,1694577397,0.2,311.25
2023-09-13 05:56:39,1694577399,0.2,311.359
2023-09-13 05:56:40,1694577400,0.2,311.562
2023-09-13 05:56:41,1694577401,1.7,311.672
2023-09-13 05:56:42,1694577402,1.2,311.781
2023-09-13 05:56:43,1694577403,1.8,311.891
2023-09-13 05:56:44,1694577404,0.9,311.984
2023-09-13 05:56:45,1694577405,0.2,312.078
2023-09-13 05:56:46,1694577406,0.3,312.172
2023-09-13 05:56:47,1694577407,0.2,312.281
2023-09-13 05:56:48,1694577408,0.3,312.375
2023-09-13 05:56:50,1694577410,0.2,312.469
2023-09-13 05:56:51,1694577411,0.1,312.656
2023-09-13 05:56:52,1694577412,1.6,312.75
2023-09-13 05:56:53,1694577413,1.1,312.844
2023-09-13 05:56:54,1694577414,0.8,312.938
2023-09-13 05:56:55,1694577415,0.4,313.031
2023-09-13 05:56:56,1694577416,0.4,313.125
2023-09-13 05:56:57,1694577417,0.3,313.25
2023-09-13 05:56:58,1694577418,0.4,313.375
2023-09-13 05:56:59,1694577419,0.2,313.484
2023-09-13 05:57:00,1694577421,0.1,313.578
2023-09-13 05:57:02,1694577422,0.2,313.859
2023-09-13 05:57:03,1694577423,0.2,314.734
2023-09-13 05:57:04,1694577424,1.7,314.875
2023-09-13 05:57:05,1694577425,1.7,314.984
2023-09-13 05:57:06,1694577426,1.3,315.094
2023-09-13 05:57:07,1694577427,0.6,315.188
2023-09-13 05:57:08,1694577428,0.6,315.297
2023-09-13 05:57:09,1694577429,0.6,315.484
2023-09-13 05:57:10,1694577430,0.3,315.656
2023-09-13 05:57:11,1694577431,0.5,315.969
2023-09-13 05:57:13,1694577433,0.2,316.062
2023-09-13 05:57:14,1694577434,0.2,316.172
2023-09-13 05:57:15,1694577435,0.2,316.359
2023-09-13 05:57:16,1694577436,2.0,316.484
2023-09-13 05:57:17,1694577437,1.2,316.672
2023-09-13 05:57:18,1694577438,1.8,316.797
2023-09-13 05:57:19,1694577439,1.5,316.891
2023-09-13 05:57:20,1694577440,0.5,317
2023-09-13 05:57:21,1694577441,5.1,317.125
2023-09-13 05:57:22,1694577442,0.6,317.266
2023-09-13 05:57:24,1694577444,0.4,317.375
2023-09-13 05:57:25,1694577445,0.1,317.703
2023-09-13 05:57:26,1694577446,0.1,317.859
2023-09-13 05:57:27,1694577447,0.1,318.312
2023-09-13 05:57:28,1694577448,2.1,318.578
2023-09-13 05:57:29,1694577449,1.3,318.672
2023-09-13 05:57:30,1694577450,0.7,318.766
2023-09-13 05:57:31,1694577451,0.7,318.781
2023-09-13 05:57:32,1694577452,0.5,319.266
2023-09-13 05:57:33,1694577453,0.3,319.828
2023-09-13 05:57:35,1694577455,0.4,320.438
2023-09-13 05:57:36,1694577456,0.2,321
2023-09-13 05:57:37,1694577457,0.2,321.609
2023-09-13 05:57:38,1694577458,0.1,322.828
2023-09-13 05:57:39,1694577459,1.9,323.375
2023-09-13 05:57:40,1694577460,8.5,323.984
2023-09-13 05:57:41,1694577461,0.7,324.688
2023-09-13 05:57:42,1694577462,12.1,354.297
2023-09-13 05:57:43,1694577463,0.4,354.406
2023-09-13 05:57:44,1694577464,0.1,354.516
2023-09-13 05:57:45,1694577465,0.5,354.641
2023-09-13 05:57:47,1694577467,1.0,354.734
2023-09-13 05:57:48,1694577468,0.2,354.906
2023-09-13 05:57:49,1694577469,0.2,355.078
2023-09-13 05:57:50,1694577470,0.1,355.344
2023-09-13 05:57:51,1694577471,3.8,355.469
2023-09-13 05:57:52,1694577472,1.1,355.703
2023-09-13 05:57:53,1694577473,1.1,356.031
2023-09-13 05:57:54,1694577474,2.3,356.172
2023-09-13 05:57:55,1694577475,0.6,356.281
2023-09-13 05:57:56,1694577476,0.4,356.375
2023-09-13 05:57:58,1694577478,0.7,356.484
2023-09-13 05:57:59,1694577479,0.1,356.578
2023-09-13 05:58:00,1694577480,0.1,356.672
2023-09-13 05:58:01,1694577481,0.2,356.766
2023-09-13 05:58:02,1694577482,1.9,356.953
2023-09-13 05:58:03,1694577483,1.2,357.047
2023-09-13 05:58:04,1694577484,0.9,357.141
2023-09-13 05:58:05,1694577485,0.8,357.234
2023-09-13 05:58:06,1694577486,0.3,357.328
2023-09-13 05:58:07,1694577487,0.4,357.422
2023-09-13 05:58:09,1694577489,0.3,357.516
2023-09-13 05:58:10,1694577490,0.2,357.609
2023-09-13 05:58:11,1694577491,0.2,357.703
2023-09-13 05:58:12,1694577492,0.1,357.797
2023-09-13 05:58:13,1694577493,0.2,358
2023-09-13 05:58:14,1694577494,1.6,358.094
2023-09-13 05:58:15,1694577495,3.9,358.203
